x,y,episodes
-4.815643266948999,9.610060782684721,Francis Collins: National Institutes of Health (NIH) | Lex Fridman Podcast #238
-29.984267146407618,-7.75575622239999,"Niall Ferguson: History of Money, Power, War, and Truth | Lex Fridman Podcast #239"
0.5036036584621549,7.527920799092448,"Neal Stephenson: Sci-Fi, Space, Aliens, AI, VR & the Future of Humanity | Lex Fridman Podcast #240"
14.74615190969184,-22.030962385128817,"Boris Sofman: Waymo, Cozmo, Self-Driving Cars, and the Future of Robotics | Lex Fridman Podcast #241"
-23.061984394720113,-15.352735672438852,Ben Askren: Wrestling and MMA | Lex Fridman Podcast #242
-18.99648984964041,-13.770845634328783,Kevin Systrom: Instagram | Lex Fridman Podcast #243
-27.250941321711622,-6.676534399338271,"Robert Crews: Afghanistan, Taliban, Bin Laden, and War in the Middle East | Lex Fridman Podcast #244"
-29.137000625148207,-13.836059615225205,Tom Brands: Iowa Wrestling | Lex Fridman Podcast #245
-3.7767090581206677,15.356771767465117,Peter Woit: Theories of Everything & Why String Theory is Not Even Wrong | Lex Fridman Podcast #246
-14.921919800417648,-3.393370820392011,Jamie Metzl: Lab Leak Theory | Lex Fridman Podcast #247
-22.350352219274562,-4.146399469561208,"Norman Naimark: Genocide, Stalin, Hitler, Mao, and Absolute Power | Lex Fridman Podcast #248"
-17.385729682631954,-6.469213364055124,Albert Bourla: Pfizer CEO | Lex Fridman Podcast #249
21.421933383341475,1.6986498681380253,"Peter Wang: Python and the Source Code of Humans, Computers, and Reality | Lex Fridman Podcast #250"
-23.305730029956443,-6.9815789264607675,"Ray Dalio: Money, Power, and the Collapse of Empires | Lex Fridman Podcast #251"
13.97496680014973,-15.14875099660081,"Elon Musk: SpaceX, Mars, Tesla Autopilot, Self-Driving, Robotics, and AI | Lex Fridman Podcast #252"
-23.286799002240425,-9.122115895549697,Michael Malice: New Year's Special | Lex Fridman Podcast #253
-11.938913490538111,-7.907141025073335,Jay Bhattacharya: The Case Against Lockdowns | Lex Fridman Podcast #254
-25.268299757572898,-12.925590616300768,Mark Normand: Comedy! | Lex Fridman Podcast #255
-22.536463832034286,0.8885717185672447,Nationalism Debate: Yaron Brook and Yoram Hazony | Lex Fridman Podcast #256
-5.5077685076294065,17.997476875059814,"Brian Keating: Cosmology, Astrophysics, Aliens & Losing the Nobel Prize | Lex Fridman Podcast #257"
28.283989484357726,0.3386548622194731,Yann LeCun: Dark Matter of Intelligence and Self-Supervised Learning | Lex Fridman Podcast #258
14.477559230118619,-0.3427585178020362,Thomas Tull: From Batman Dark Knight Trilogy to AI and The Rolling Stones | Lex Fridman Podcast #259
-20.441846314772874,-9.895989144095307,"Georges St-Pierre, John Danaher & Gordon Ryan: The Greatest of All Time | Lex Fridman Podcast #260"
2.167805045088289,31.517508800428228,"Philip Goff: Consciousness, Panpsychism, and the Philosophy of Mind | Lex Fridman Podcast #261"
-15.194017161015937,9.175274505126797,Garry Nolan: UFOs and Aliens | Lex Fridman Podcast #262
-21.93804286095305,-4.810123604354953,John Abramson: Big Pharma | Lex Fridman Podcast #263
6.652722198867603,7.005301081440963,"Tim Urban: Elon Musk, Neuralink, AI, Aliens, and the Future of Humanity | Lex Fridman Podcast #264"
-20.80231252894665,-13.745705597599315,Devon Larratt: Arm Wrestling | Lex Fridman Podcast #265
-5.037905695820245,-16.329300152483803,Nicole Perlroth: Cybersecurity and the Weapons of Cyberwar | Lex Fridman Podcast #266
-5.07520732245129,-5.896401517915938,"Mark Zuckerberg: Meta, Facebook, Instagram, and the Metaverse | Lex Fridman Podcast #267"
3.347089958647687,34.043256736784514,"Lee Cronin: Origin of Life, Aliens, Complexity, and Consciousness | Lex Fridman Podcast #269"
-24.777711882466935,5.964729512289693,David Wolpe: Judaism | Lex Fridman Podcast #270
0.6912913449923811,10.702713593714739,Ariel Ekblaw: Space Colonization and Self-Assembling Space Megastructures | Lex Fridman Podcast #271
-12.667675449393927,-20.415238652782314,Brett Johnson: US Most Wanted Cybercriminal | Lex Fridman Podcast #272
-23.280732112246415,-2.588579752741834,Chris Blattman: War and Violence | Lex Fridman Podcast #273
3.653046987448871,18.671779784176287,"Karl Deisseroth: Depression, Schizophrenia, and Psychiatry | Lex Fridman Podcast #274"
-23.673646927980464,-9.907638562315926,Rick Rubin: Legendary Music Producer | Lex Fridman Podcast #275
-15.847746989806062,-13.825580612451546,"Michael Saylor: Bitcoin, Inflation, and the Future of Money | Lex Fridman Podcast #276"
-12.07252633087875,4.929646502824049,"Andrew Huberman: Focus, Stress, Relationships, and Friendship | Lex Fridman Podcast #277"
-21.908317407590896,4.655461791682273,"Skye Fitzgerald: Hunger, War, and Human Suffering | Lex Fridman Podcast #278"
-8.347054392173133,16.157632891596233,Alien Debate: Sara Walker and Lee Cronin | Lex Fridman Podcast #279
-6.807050607286051,-16.451690935826406,Cristiano Amon: Qualcomm CEO | Lex Fridman Podcast #280
10.6279631482911,0.8113732514440728,"Grimes: Music, AI, and the Future of Humanity | Lex Fridman Podcast #281"
-20.504470349694657,-13.28815483713993,"Saifedean Ammous: Bitcoin, Anarchy, and Austrian Economics | Lex Fridman Podcast #284"
-25.648521764351777,-5.965269539829882,"Glenn Loury: Race, Racism, Identity Politics, and Cancel Culture | Lex Fridman Podcast #285"
-26.747127477924575,-11.141031692852774,Oliver Stone: Vladimir Putin and War in Ukraine | Lex Fridman Podcast #286
-23.26379958779371,5.129285473659972,"Sarma Melngailis: Bad Vegan, Fraud, Prison, and Sociopathy | Lex Fridman Podcast #288"
-25.213105435047442,-10.652433521397118,"Stephen Kotkin: Putin, Stalin, Hitler, Zelenskyy, and War in Ukraine | Lex Fridman Podcast #289"
-19.147134991418284,-1.3103983741925571,Dan Reynolds: Imagine Dragons | Lex Fridman Podcast #290
-7.144305839273599,21.622280105429734,"Robin Hanson: Alien Civilizations, UFOs, and the Future of Humanity | Lex Fridman Podcast #292"
-4.561619858620328,30.90278988582215,Donald Hoffman: Reality is an Illusion - How Evolution Hid the Truth | Lex Fridman Podcast #293
-7.972840795391522,-9.328604303228955,"Tony Fadell: iPhone, iPod, Nest, Steve Jobs, Design, and Engineering | Lex Fridman Podcast #294"
-24.92001675148605,-6.231635638861558,Richard Wolff: Marxism and Communism | Lex Fridman Podcast #295
-28.410871167708574,-5.122329594426454,"Douglas Murray: Racism, Marxism, and the War on the West | Lex Fridman Podcast #296"
-11.056756876051917,16.564568115574883,Jonathan Reisman: The Human Body - From Sex & Sperm to Hands & Heart | Lex Fridman Podcast #297
-15.801562819694785,7.507979860532633,Susan Cain: The Power of Introverts and Loneliness | Lex Fridman Podcast #298
15.64730032936689,1.7780488063261763,"Demis Hassabis: DeepMind - AI, Superintelligence & the Future of Humanity | Lex Fridman Podcast #299"
-24.980995385970818,0.26684955859154447,"Joe Rogan: Comedy, Controversy, Aliens, UFOs, Putin, CIA, and Freedom | Lex Fridman Podcast #300"
-22.209335277429005,-11.513145488258525,Jack Barsky: KGB Spy | Lex Fridman Podcast #301
0.156204649424115,9.678115890804621,"Richard Haier: IQ Tests, Human Intelligence, and Group Differences | Lex Fridman Podcast #302"
-21.9902831721972,-6.603698366368398,"Steve Keen: Marxism, Capitalism, and Economics | Lex Fridman Podcast #303"
-19.28744696783583,3.0309098568379556,Bishop Robert Barron: Christianity and the Catholic Church | Lex Fridman Podcast #304
-6.605032025445716,22.590386472843065,"Martin Rees: Black Holes, Alien Life, Dark Matter, and the Big Bang | Lex Fridman Podcast #305"
33.14329488395482,-8.03980733115039,Oriol Vinyals: Deep Learning and Artificial General Intelligence | Lex Fridman Podcast #306
-15.939859730907763,-23.770599708613954,"Brian Armstrong: Coinbase, Cryptocurrency, and Government Regulation | Lex Fridman Podcast #307"
-18.6559555067922,1.6212233313538669,"Ryan Graves: UFOs, Fighter Jets, and Aliens | Lex Fridman Podcast #308"
9.056782238780594,-6.889699833323582,"John Carmack: Doom, Quake, VR, AGI, Programming, Video Games, and Rockets | Lex Fridman Podcast #309"
-28.108944943874068,-11.28367661930421,Andrew Bustamante: CIA Spy | Lex Fridman Podcast #310
-16.226338279025416,5.580884393944066,"Magatte Wade: Africa, Capitalism, Communism, and the Future of Humanity | Lex Fridman Podcast #311"
-3.6767730273998147,10.438429668751533,"Duncan Trussell: Comedy, Sentient Robots, Suffering, Love & Burning Man | Lex Fridman Podcast #312"
-23.364034660078076,5.848975561369405,"Jordan Peterson: Life, Death, Power, Fame, and Meaning | Lex Fridman Podcast #313"
8.528782388242291,10.674681009057986,"Liv Boeree: Poker, Game Theory, AI, Simulation, Aliens & Existential Risk | Lex Fridman Podcast #314"
-12.148982082670162,-7.815649360247045,Magnus Carlsen: Greatest Chess Player of All Time | Lex Fridman Podcast #315
-23.711695607314056,-10.142213229848474,"Noam Chomsky: Putin, Ukraine, China, and Nuclear War | Lex Fridman Podcast #316"
-15.584243087849071,21.169536108433444,"John Vervaeke: Meaning Crisis, Atheism, Religion & the Search for Wisdom | Lex Fridman Podcast #317"
3.008536788256095,38.39387604200627,"Nick Lane: Origin of Life, Evolution, Aliens, Biology, and Consciousness | Lex Fridman Podcast #318"
-8.816329926132013,-12.369239184032859,"Botez Sisters: Chess, Streaming, and Fame | Lex Fridman Podcast #319"
-23.358608285352474,-5.051547326920511,"Christopher Capozzola: World War I, Ideology, Propaganda, and Politics | Lex Fridman Podcast #320"
9.92200937395581,13.178701370794064,"Ray Kurzweil: Singularity, Superintelligence, and Immortality | Lex Fridman Podcast #321"
22.0604034719381,-4.655969078883755,"Rana el Kaliouby: Emotion AI, Social Robots, and Self-Driving Cars | Lex Fridman Podcast #322"
-14.32370835640887,-8.815864538797411,"Will Sasso: Comedy, MADtv, AI, Friendship, Madness, and Pro Wrestling | Lex Fridman Podcast #323"
-18.81412093715008,-11.195224102784943,Daniel Negreanu: Poker | Lex Fridman Podcast #324
2.9744258589751666,23.93562465299018,"Michael Levin: Biology, Life, Aliens, Evolution, Embryogenesis & Xenobots | Lex Fridman Podcast #325"
