x,y,episodes
15.728720569440346,-17.75854332282936,Chris Lattner: The Future of Computing and Programming Languages | Lex Fridman Podcast #131
23.224964614356754,-18.388695521389746,George Hotz: Hacking the Simulation & Learning to Drive with Neural Nets | Lex Fridman Podcast #132
-10.22971732725712,9.860567328138137,Manolis Kellis: Biology of Disease | Lex Fridman Podcast #133
-11.293631805365905,20.06878149386782,"Eric Weinstein: On the Nature of Good and Evil, Genius and Madness | Lex Fridman Podcast #134"
14.975153702123675,-11.406478337255441,"Charles Isbell: Computing, Interactive AI, and Race in America | Lex Fridman Podcast #135"
-31.765842262680195,-3.8776798649071598,Dan Carlin: Hardcore History | Lex Fridman Podcast #136
-3.0387416578852675,13.746122144958575,"Alex Filippenko: Supernovae, Dark Energy, Aliens & the Expanding Universe | Lex Fridman Podcast #137"
-14.25640371170027,3.6902031837184426,Yaron Brook: Ayn Rand and the Philosophy of Objectivism | Lex Fridman Podcast #138
5.194792215629441,15.802730771457044,Andrew Huberman: Neuroscience of Optimal Performance | Lex Fridman Podcast #139
0.795503732882025,29.269832328960863,"Lisa Feldman Barrett: Love, Evolution, and the Human Brain | Lex Fridman Podcast #140"
10.637633120038682,-12.806061895558084,"Erik Brynjolfsson: Economics of AI, Social Networks, and Technology | Lex Fridman Podcast #141"
-7.046934599856539,19.654703603673845,"Manolis Kellis: Meaning of Life, the Universe, and Everything | Lex Fridman Podcast #142"
-17.202340075483104,-2.2337868586079583,John Clarke: The Art of Fighting and the Pursuit of Excellence | Lex Fridman Podcast #143
25.991989618565036,-9.119060691336841,Michael Littman: Reinforcement Learning and the Future of AI | Lex Fridman Podcast #144
-19.55588274251723,11.876912345760967,Matthew Johnson: Psychedelics | Lex Fridman Podcast #145
4.631478765448697,-5.337458227503472,"Michael Mina: Rapid Testing, Viruses, and the Engineering Mindset | Lex Fridman Podcast #146"
13.279595099943506,-24.44441039917356,Dmitri Dolgov: Waymo and the Future of Self-Driving Cars | Lex Fridman Podcast #147
30.005080325693754,-13.872780914347171,Charles Isbell and Michael Littman: Machine Learning and Education | Lex Fridman Podcast #148
-6.597447133456132,22.206140101691204,"Diana Walsh Pasulka: Aliens, Technology, Religion & the Nature of Belief | Lex Fridman Podcast #149"
-23.937280998893723,5.028999908417564,"Michael Malice: The White Pill, Freedom, Hope, and Happiness Amidst Chaos | Lex Fridman Podcast #150"
24.049760656418343,-14.353835822759219,Dan Kokotov: Speech Recognition with AI and Humans | Lex Fridman Podcast #151
-17.455460863405087,1.7161392471687773,"Dan Gable: Olympic Wrestling, Mental Toughness & the Making of Champions | Lex Fridman Podcast #152"
13.936599214753954,10.297645531580903,"Dmitry Korkin: Evolution of Proteins, Viruses, Life, and AI | Lex Fridman Podcast #153"
-3.32675423583183,12.718909217434211,"Avi Loeb: Aliens, Black Holes, and the Mystery of the Oumuamua | Lex Fridman Podcast #154"
20.348910360226057,7.413658187092946,Max Tegmark: AI and Physics | Lex Fridman Podcast #155
-27.86688586651104,-2.4871420750872946,"Tim Dillon: Comedy, Power, Conspiracy Theories, and Freedom | Lex Fridman Podcast #156"
-1.1876839655233116,-9.169257976743069,Natalya Bailey: Rocket Engines and Electric Spacecraft Propulsion | Lex Fridman Podcast #157
-0.49287221289427813,4.782827584437788,Zev Weinstein: The Next Generation of Big Ideas and Brave Minds | Lex Fridman Podcast #158
